Название вина,Категория,Цвет,Регион,Сорт винограда,Описание,Винодельня,Slug,Название фото
"Солнце, воздух, виноград",Красное,"Рубиновый, с фиолетовым оттенком",Крым,"Каберне Совиньон, Каберне Фран, Сира (Шираз), Темпранильо","Аромат ягодный с нежным сафьяновым оттенком. Вкус гармоничный, ягодный вкус с умеренной кислотностью, с приятной природной сладостью и бархатистыми танинами.",Alma Valley,alma-valley-solntse-vozduh-vinograd-sira-shiraz-krasnoe-polusuhoe-135,alma-valley-solntse-vozduh-vinograd-sira-shiraz-krasnoe-polusuhoe-135.webp
"Солнце, воздух, виноград",Красное,Тёмно-рубиновый,Крым,"Каберне Совиньон, Мерло, Пино чёрный (Пино нуар) и Сира (Шираз)","В аромате тона чёрных ягод и нежный оттенк пряностей. Вкус структурированный, свежий и пряно-терпкий, с приятным фруктово-ягодным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-merlo-krasnoe-polusladkoe-14,alma-valley-solntse-vozduh-vinograd-merlo-krasnoe-polusladkoe-14.webp
"Солнце, воздух, виноград",Белое,Светло-соломенный,Крым,"Кокур, Пино Блан, Рислинг, Семильон, Совиньон Блан, Шардоне","Аромат цветочно-цитрусовый, с оттенками белого персика. Вкус лёгкий, сбалансированный, с тонами жёлтых спелых фруктов и мягким длительным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-shardone-beloe-polusuhoe-13,alma-valley-solntse-vozduh-vinograd-shardone-beloe-polusuhoe-13.webp
"Солнце, воздух, виноград",Белое,Светло-соломенный,Крым,"Кокур, Пино Блан, Рислинг, Семильон, Совиньон Блан, Шардоне","Аромат цветочно-цитрусовый, с оттенками белого персика. Вкус лёгкий, сбалансированный, с тонами жёлтых спелых фруктов и мягким длительным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-shardone-beloe-polusuhoe-13,alma-valley-solntse-vozduh-vinograd-shardone-beloe-polusuhoe-13.webp
"Солнце, воздух, виноград",Красное,Тёмно-рубиновый,Крым,"Каберне Совиньон, Мерло, Пино чёрный (Пино нуар) и Сира (Шираз)","В аромате тона чёрных ягод и нежный оттенк пряностей. Вкус структурированный, свежий и пряно-терпкий, с приятным фруктово-ягодным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-merlo-krasnoe-polusladkoe-14,alma-valley-solntse-vozduh-vinograd-merlo-krasnoe-polusladkoe-14.webp
"Солнце, воздух, виноград",Красное,"Рубиновый, с фиолетовым оттенком",Крым,"Каберне Совиньон, Каберне Фран, Сира (Шираз), Темпранильо","Аромат ягодный с нежным сафьяновым оттенком. Вкус гармоничный, ягодный вкус с умеренной кислотностью, с приятной природной сладостью и бархатистыми танинами.",Alma Valley,alma-valley-solntse-vozduh-vinograd-sira-shiraz-krasnoe-polusuhoe-135,alma-valley-solntse-vozduh-vinograd-sira-shiraz-krasnoe-polusuhoe-135.webp
"Солнце, воздух, виноград",Белое,Золотистый,Крым,"Кокур, Коломбар, Совиньон Блан, Траминер, Шардоне","В аромате  манго, персик, абрикосовый пирог и мандарин, тона миндаля. Вкус живой, яркий, с преобладанием тропических жёлтых фруктов и пикантным цветочно-имбирным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-kokur-beloe-polusladkoe-13,alma-valley-solntse-vozduh-vinograd-kokur-beloe-polusladkoe-13.webp
"Солнце, воздух, виноград",Розовое,Светло-розовый,Крым,"Пино чёрный (Пино нуар) и Мерло, Сира (Шираз)","В аромате тона красных ягод и фруктовыми оттенками. Вкус лёгкий, ягодный с умеренной кислотностью и приятной сладостью.",Alma Valley,alma-valley-solntse-vozduh-vinograd-sira-shiraz-rozovoe-polusladkoe-12,alma-valley-solntse-vozduh-vinograd-sira-shiraz-rozovoe-polusladkoe-12.webp
"Солнце, воздух, виноград",Белое,Золотистый,Крым,"Кокур, Коломбар, Совиньон Блан, Траминер, Шардоне","В аромате  манго, персик, абрикосовый пирог и мандарин, тона миндаля. Вкус живой, яркий, с преобладанием тропических жёлтых фруктов и пикантным цветочно-имбирным послевкусием.",Alma Valley,alma-valley-solntse-vozduh-vinograd-kokur-beloe-polusladkoe-13,alma-valley-solntse-vozduh-vinograd-kokur-beloe-polusladkoe-13.webp
Солярис,Белое,Cветло-соломенный,Кубань,Солярис,"Вкус: Фруктовые оттенки с нотами зеленого яблока и ананаса, с легкими минеральными нотами. Сочный, свежий, спелый персик, груша, ананас.",Nesterov Winery,nesterov-winery-solyaris-beloe-suhoe-14,nesterov-winery-solyaris-beloe-suhoe-14.webp
Солярис,Белое,Cветло-соломенный,Кубань,Солярис,"Вкус: Фруктовые оттенки с нотами зеленого яблока и ананаса, с легкими минеральными нотами. Сочный, свежий, спелый персик, груша, ананас.",Nesterov Winery,nesterov-winery-solyaris-beloe-suhoe-14,nesterov-winery-solyaris-beloe-suhoe-14.webp
Соседи Алиготе/Шардоне 2025,Белое,Светло-лимонный,Крым,"Алиготе, Шардоне","Питкое, задорное вино с фруктово-цветочным профилем и пикантной живой кислинкой и сдержанным послевкусием. Аромат свежий, приятный, раскрывается оттенками спелого персика, садового яблока, груши дюшес и полевых цветов.",Коммуналка,sosedi-aligote-shardone-2025,DSC00842.webp
Соседи Алиготе/Шардоне 2025,Белое,Светло-лимонный,Крым,"Алиготе, Шардоне","Питкое, задорное вино с фруктово-цветочным профилем и пикантной живой кислинкой и сдержанным послевкусием. Аромат свежий, приятный, раскрывается оттенками спелого персика, садового яблока, груши дюшес и полевых цветов.",Коммуналка,sosedi-aligote-shardone-2025,DSC00842.webp
Союз-Вино ЕвроПак Шираз,Красное,У вина насыщенный красный цвет с фиолетовым отливом.,Кубань,Шираз,"Вино обладает легким, гармоничным, приятным вкусом с фруктово-пряными акцентами, деликатной ягодной терпкостью, мягкими танинами и насыщенным, сладковатым послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-evropak-shiraz-krasnoe-polusladkoe-11,soyuz-vino-soyuz-vino-evropak-shiraz-krasnoe-polusladkoe-11.webp
Союз-Вино ЕвроПак Шираз,Красное,У вина насыщенный красный цвет с фиолетовым отливом.,Кубань,Шираз,"Вино обладает легким, гармоничным, приятным вкусом с фруктово-пряными акцентами, деликатной ягодной терпкостью, мягкими танинами и насыщенным, сладковатым послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-evropak-shiraz-krasnoe-polusladkoe-11,soyuz-vino-soyuz-vino-evropak-shiraz-krasnoe-polusladkoe-11.webp
Союз-Вино Изабелла,Красное,У вина глубокий красно-рубиновый цвет с пурпурными отблесками.,Кубань,Изабелла,"Мягкий, питкий вкус вина покоряет сочностью фруктовых оттенков, деликатной сладостью и тонкой, гармоничной ягодной кислинкой. Округлые танины выстилают нежное послевкусие.",Союз-Вино,soyuz-vino-soyuz-vino-izabella-krasnoe-polusladkoe-11,soyuz-vino-soyuz-vino-izabella-krasnoe-polusladkoe-11.webp
Союз-Вино Изабелла,Красное,У вина глубокий красно-рубиновый цвет с пурпурными отблесками.,Кубань,Изабелла,"Мягкий, питкий вкус вина покоряет сочностью фруктовых оттенков, деликатной сладостью и тонкой, гармоничной ягодной кислинкой. Округлые танины выстилают нежное послевкусие.",Союз-Вино,soyuz-vino-soyuz-vino-izabella-krasnoe-polusladkoe-11,soyuz-vino-soyuz-vino-izabella-krasnoe-polusladkoe-11.webp
Союз-Вино Изабелла Бэг-ин-бокс,Красное,У вина глубокий красно-рубиновый цвет с пурпурными отблесками.,Кубань,Изабелла,"Мягкий, питкий вкус вина покоряет сочностью фруктовых оттенков, деликатной сладостью и тонкой, гармоничной ягодной кислинкой. Округлые танины выстилают нежное послевкусие.",Союз-Вино,soyuz-vino-soyuz-vino-izabella-beg-in-boks-krasnoe-polusladkoe-11,soyuz-vino-soyuz-vino-izabella-beg-in-boks-krasnoe-polusladkoe-11.webp
Союз-Вино Каберне Совиньон,Красное,Вино насыщенного рубинового цвета.,Кубань,Каберне Совиньон,"Вкус вина мягкий, чистый, сбалансированный, легкий, умеренно терпкий, с бархатистой текстурой и приятными оттенками спелых фруктов.",Союз-Вино,soyuz-vino-soyuz-vino-kaberne-sovinon-krasnoe-suhoe-12,soyuz-vino-soyuz-vino-kaberne-sovinon-krasnoe-suhoe-12.webp
Союз-Вино Каберне Совиньон,Красное,Вино насыщенного рубинового цвета.,Кубань,Каберне Совиньон,"Вкус вина мягкий, чистый, сбалансированный, легкий, умеренно терпкий, с бархатистой текстурой и приятными оттенками спелых фруктов.",Союз-Вино,soyuz-vino-soyuz-vino-kaberne-sovinon-krasnoe-suhoe-12,soyuz-vino-soyuz-vino-kaberne-sovinon-krasnoe-suhoe-12.webp
Союз-Вино Каберне Совиньон Бэг-ин-бокс,Красное,Насыщенный рубиновый цвет.,Кубань,Каберне Совиньон,"Щедрый, свежий, отлично сбалансированный вкус демонстрирует яркие фруктово-ягодные оттенки, среди которых особенно выделяются нотки черной смородины, украшенные травянистыми тонами, и продолжительное послевкусие.",Союз-Вино,soyuz-vino-soyuz-vino-kaberne-sovinon-beg-in-boks-krasnoe-suhoe-11,soyuz-vino-soyuz-vino-kaberne-sovinon-beg-in-boks-krasnoe-suhoe-11.webp
Союз-Вино Каберне Совиньон Полусладкое Бэг-ин-бокс,Красное,Насыщенный гранатовый цвет.,Кубань,Каберне Совиньон,"Мягкий, гармоничный, чистый, питкий, приятно сладковатый вкус отличается выразительными фруктово-ягодными тонами, умеренной терпкостью, деликатной танинностью, бархатистой текстурой и продолжительным послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-kaberne-sovinon-polusladkoe-beg-in-boks-krasnoe-12,soyuz-vino-soyuz-vino-kaberne-sovinon-polusladkoe-beg-in-boks-krasnoe-12.webp
Союз-Вино Мускат,Белое,Вино отличается светло-золотистым цветом.,Кубань,Мускат,"Вкус вина мягкий, нежный, гармоничный. Фруктово-медовая сладость идеально дополнена пряностью мускатных оттенков. Послевкусие приятное, сбалансированное.",Союз-Вино,soyuz-vino-soyuz-vino-muskat-beloe-polusladkoe-11,soyuz-vino-soyuz-vino-muskat-beloe-polusladkoe-11.webp
Союз-Вино Мускат,Белое,Вино отличается светло-золотистым цветом.,Кубань,Мускат,"Вкус вина мягкий, нежный, гармоничный. Фруктово-медовая сладость идеально дополнена пряностью мускатных оттенков. Послевкусие приятное, сбалансированное.",Союз-Вино,soyuz-vino-soyuz-vino-muskat-beloe-polusladkoe-11,soyuz-vino-soyuz-vino-muskat-beloe-polusladkoe-11.webp
Союз-Вино Мускат Бэг-ин-бокс,Белое,Вино отличается светло-золотистым цветом.,Кубань,Мускат,"Вкус вина мягкий, нежный, гармоничный. Фруктово-медовая сладость идеально дополнена пряностью мускатных оттенков. Послевкусие приятное, сбалансированное.",Союз-Вино,soyuz-vino-soyuz-vino-muskat-beg-in-boks-beloe-polusladkoe-11,soyuz-vino-soyuz-vino-muskat-beg-in-boks-beloe-polusladkoe-11.webp
Союз-Вино Шардоне Белое Полусладкое Бэг-ин-бокс,Белое,Цвет привлекает светлым соломенно-золотистым оттенком.,Кубань,Шардоне,"Мягкий, свежий, округлый и гармоничный вкус манит нежными фруктовыми оттенками, сладость которых сбалансирована приятной, тонкой кислотностью.",Союз-Вино,soyuz-vino-soyuz-vino-shardone-beloe-polusladkoe-beg-in-boks-12,soyuz-vino-soyuz-vino-shardone-beloe-polusladkoe-beg-in-boks-12.webp
Союз-Вино Шардоне Сухое,Белое,У вина светло-золотистый цвет.,Кубань,Шардоне,"Вино отличается питким, свежим, гармоничным, фруктовым вкусом с хорошо сбалансированной кислотностью и приятным, сухим послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-shardone-suhoe-beloe-11,soyuz-vino-soyuz-vino-shardone-suhoe-beloe-11.webp
Союз-Вино Шардоне Сухое,Белое,У вина светло-золотистый цвет.,Кубань,Шардоне,"Вино отличается питким, свежим, гармоничным, фруктовым вкусом с хорошо сбалансированной кислотностью и приятным, сухим послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-shardone-suhoe-beloe-11,soyuz-vino-soyuz-vino-shardone-suhoe-beloe-11.webp
Союз-Вино Шардоне Сухое Бэг-ин-бокс,Белое,Привлекательный светло-золотистый цвет.,Кубань,Шардоне,"Мягкий, округлый, питкий, гармоничный, фруктовый вкус отличается хорошо сбалансированной кислотностью и приятным, сухим послевкусием.",Союз-Вино,soyuz-vino-soyuz-vino-shardone-suhoe-beg-in-boks-beloe-11,soyuz-vino-soyuz-vino-shardone-suhoe-beg-in-boks-beloe-11.webp
Станичное,Белое,Светло-золотистый,Долина Дона,Станичный,"Вкус: Легкий, живой, с приятной фруктовой сладостью и цитрусовой кислинкой, свежим, минеральным послевкусием. С нотами спелых косточковых фруктов, лемонграсса, белых цветов и с сухих луговых цветов.",Благолюбов,blagolyubov-stanichnoe-stanichnyy-beloe-suhoe-12,blagolyubov-stanichnoe-stanichnyy-beloe-suhoe-12.webp
Станичное,Белое,Светло-золотистый,Долина Дона,Станичный,"Вкус: Легкий, живой, с приятной фруктовой сладостью и цитрусовой кислинкой, свежим, минеральным послевкусием. С нотами спелых косточковых фруктов, лемонграсса, белых цветов и с сухих луговых цветов.",Благолюбов,blagolyubov-stanichnoe-stanichnyy-beloe-suhoe-12,blagolyubov-stanichnoe-stanichnyy-beloe-suhoe-12.webp
Старая Дорога на Джанхот,Красное,Красивый рубиновый цвет с гранатовыми оттенками и легкими рыжими отблесками.,Кубань,Каберне Совиньон,"Яркий, сочный аромат раскрывается нотами сушеных ягод и легким оттенком эвкалипта, переходя в богатый букет из черничного джема, спелой вишни, тонкого сливового мармелада, сочной черной смородины. Фоном звучат изящные нюансы чабреца и мягкий ванильный оттенок. Вкус мягкий, сочный, ягодный, с прекрасно сбалансированными танином и кислотностью, завершается чуть терпким ягодным послевкусием.",Усадьба Мезыбь,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-krasnoe-suhoe-144,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-krasnoe-suhoe-vyderzhannoe-144.webp
Старая Дорога на Джанхот,Красное,Красивый рубиновый цвет с гранатовыми оттенками и легкими рыжими отблесками.,Кубань,Каберне Совиньон,"Яркий, сочный аромат раскрывается нотами сушеных ягод и легким оттенком эвкалипта, переходя в богатый букет из черничного джема, спелой вишни, тонкого сливового мармелада, сочной черной смородины. Фоном звучат изящные нюансы чабреца и мягкий ванильный оттенок. Вкус мягкий, сочный, ягодный, с прекрасно сбалансированными танином и кислотностью, завершается чуть терпким ягодным послевкусием.",Усадьба Мезыбь,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-krasnoe-suhoe-144,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-krasnoe-suhoe-vyderzhannoe-144.webp
"Старая дорога на Джанхот. Каберне Совиньон, Каберне Фран",Красное,Тёмно-бодовый,Кубань,"Каберне Совиньон, Каберне Фран","В аромате дикая вишня, ежевика, специи и табачный лист. Вкус сочный, ягодный, сбалансированный, с оттенками черной смородины, терна и какао. Послевкусие длительное с нюансами черники и горького шоколада.",Усадьба Мезыбь,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-kaberne-fran-krasnoe-suhoe-144,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-kaberne-fran-krasnoe-suhoe-144.webp
"Старая дорога на Джанхот. Каберне Совиньон, Каберне Фран",Красное,Тёмно-бодовый,Кубань,"Каберне Совиньон, Каберне Фран","В аромате дикая вишня, ежевика, специи и табачный лист. Вкус сочный, ягодный, сбалансированный, с оттенками черной смородины, терна и какао. Послевкусие длительное с нюансами черники и горького шоколада.",Усадьба Мезыбь,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-kaberne-fran-krasnoe-suhoe-144,usadba-mezyb-staraya-doroga-na-dzhanhot-kaberne-sovinon-kaberne-fran-krasnoe-suhoe-144.webp
Сухое белое ЗБ вайн Фриззанте,Белое,Светло-соломенный,Крым,Ркацители,"Яркий аромат крымских фруктов — спелого персика и абрикоса, груши Дюшес, белой черешни, с переплетением цитрусовых и цветочных нот. Во вкусе спелый персик и абрикос, груша Дюшес",Золотая Балка,suhoe-beloe-zb-vajn-frizzante,Фризанте белое сухое.webp
Тавквери Escape,Красное,Глубоко-рубиновый с фиолетовыми отблесками,Крым,Тавквери,"Вкус: Гармоничный, сочный, с бархатистыми танинами, сбалансированной кислотностью, яркими фруктово-ягодными оттенками и продолжительным послевкусием с нюансами специй (черного перца). Яркий, с тонами граната, вишни и малины, с оттенками сладких специй.",Винодельня Жаков,vinodelnya-zhakov-tavkveri-escape-krasnoe-suhoe-117,vinodelnya-zhakov-tavkveri-escape-krasnoe-suhoe-117.webp
Тавквери Escape,Красное,Глубоко-рубиновый с фиолетовыми отблесками,Крым,Тавквери,"Вкус: Гармоничный, сочный, с бархатистыми танинами, сбалансированной кислотностью, яркими фруктово-ягодными оттенками и продолжительным послевкусием с нюансами специй (черного перца). Яркий, с тонами граната, вишни и малины, с оттенками сладких специй.",Винодельня Жаков,vinodelnya-zhakov-tavkveri-escape-krasnoe-suhoe-117,vinodelnya-zhakov-tavkveri-escape-krasnoe-suhoe-117.webp
Танговое Манто. Пино Нуар,Красное,Яркий рубиновый,Крым,Пино Нуар,"Вкус: Насыщенный, приятный, с фруктово-ягодными акцентами, кислинкой кизила, нотками специй в долгом, сухом послевкусии. С тонами спелой вишни и черешни, украшенными нотками пряностей и ванили.",Валерий Захарьин,valeriy-zaharin-tangovoe-manto-pino-nuar-krasnoe-suhoe-13,valeriy-zaharin-tangovoe-manto-pino-nuar-krasnoe-suhoe-13.webp
Танговое Манто. Пино Нуар,Красное,Яркий рубиновый,Крым,Пино Нуар,"Вкус: Насыщенный, приятный, с фруктово-ягодными акцентами, кислинкой кизила, нотками специй в долгом, сухом послевкусии. С тонами спелой вишни и черешни, украшенными нотками пряностей и ванили.",Валерий Захарьин,valeriy-zaharin-tangovoe-manto-pino-nuar-krasnoe-suhoe-13,valeriy-zaharin-tangovoe-manto-pino-nuar-krasnoe-suhoe-13.webp
Танговое Манто. Совиньон,Белое,Светлый соломенный,Крым,Совиньон Блан,"Вкус: Легкий, гармоничный, с пикантными тонами белого перца и желтых спелых фруктов, свежей кислотностью и сухим, приятным послевкусием. Изысканный, с тонами сочного грейпфрута и крыжовника.",Валерий Захарьин,valeriy-zaharin-tangovoe-manto-sovinon-sovinon-blan-beloe-suhoe-125,valeriy-zaharin-tangovoe-manto-sovinon-sovinon-blan-beloe-suhoe-125.webp
Танговое Манто. Совиньон,Белое,Светлый соломенный,Крым,Совиньон Блан,"Вкус: Легкий, гармоничный, с пикантными тонами белого перца и желтых спелых фруктов, свежей кислотностью и сухим, приятным послевкусием. Изысканный, с тонами сочного грейпфрута и крыжовника.",Валерий Захарьин,valeriy-zaharin-tangovoe-manto-sovinon-sovinon-blan-beloe-suhoe-125,valeriy-zaharin-tangovoe-manto-sovinon-sovinon-blan-beloe-suhoe-125.webp
Тандем,Красное,Насыщеный рубиновый,Крым,Саперави,"Мерло, Каберне Совиньон выдержка в стали 6 месяцев и Пино Черный 18 месяцев барик из кавказского дуба. Аромат: богатая ароматика. Черная смородина, вишня, шоколад, дорогой табак, легкий подлесок. Вкус: полнотелое с умеренными танинами. Ощутима яркая вишня переспелая, послевкусие шоколад с табаком.",Два Петра,twopeters_tandem,product (6).webp
Тандем,Красное,Насыщеный рубиновый,Крым,Саперави,"Мерло, Каберне Совиньон выдержка в стали 6 месяцев и Пино Черный 18 месяцев барик из кавказского дуба. Аромат: богатая ароматика. Черная смородина, вишня, шоколад, дорогой табак, легкий подлесок. Вкус: полнотелое с умеренными танинами. Ощутима яркая вишня переспелая, послевкусие шоколад с табаком.",Два Петра,twopeters_tandem,product (6).webp
ТБА Совиньон,Белое,Золотой,Крым,Совиньон Блан,"В аромате тона мёда и айвового варенья. Вкус яркий, с прекрасным балансом, долгим минеральным и сладким послевкусием.",Alma Valley,alma-valley-tba-sovinon-sovinon-blan-beloe-sladkoe-75,alma-valley-tba-sovinon-sovinon-blan-beloe-sladkoe-75.webp
ТБА Совиньон,Белое,Золотой,Крым,Совиньон Блан,"В аромате тона мёда и айвового варенья. Вкус яркий, с прекрасным балансом, долгим минеральным и сладким послевкусием.",Alma Valley,alma-valley-tba-sovinon-sovinon-blan-beloe-sladkoe-75,alma-valley-tba-sovinon-sovinon-blan-beloe-sladkoe-75.webp
Темелион Blanc de Blancs,Белое,Светло-соломенный,Кубань,Шардоне,"Вкус структурированный, с нотами желтой сливы, белой черешни, сухофруктов, оттеноками свежей выпечки со сливочным маслом, с долгим свежим послевкусием. Аромат интенсивный, цветочный, с оттенками акации, луговых трав переходящий в маслянистость бриоши, выпечки и тона хлебной корочки.

Первичное брожение в стали. Классическая шампанизация, выдержка в бутылке 75 месяцев.

Награды: Авторский гид Артура Саркисяна - 93 баллов, платина, 2025 год",Долина Лефкадия,temelion-blanc-de-blancs,Темелион Блан де блан (1).webp
Темелион Blanc de Blancs,Белое,Светло-соломенный,Кубань,Шардоне,"Вкус структурированный, с нотами желтой сливы, белой черешни, сухофруктов, оттеноками свежей выпечки со сливочным маслом, с долгим свежим послевкусием. Аромат интенсивный, цветочный, с оттенками акации, луговых трав переходящий в маслянистость бриоши, выпечки и тона хлебной корочки.

Первичное брожение в стали. Классическая шампанизация, выдержка в бутылке 75 месяцев.

Награды: Авторский гид Артура Саркисяна - 93 баллов, платина, 2025 год",Долина Лефкадия,temelion-blanc-de-blancs,Темелион Блан де блан (1).webp
Темелион брют,Белое,Светло-золотистый,Кубань,Шардоне,"Вкус интенсивный, яркий, ягодный, с оттенками черешни, сливы, цитрусов и лимонника, с легким, приятным послевкусием. Аромат комплексный, с нотами спелого яблока, груши, желтой сливы, цветов-медоносов, луговых трав, с приятными дрожжевыми тонами. 

Прессование целых гроздей. Первичное брожение в стали. Выдержка не менее 36 месяцев в бутылке в известняковых тоннелях при температуре 14 °C.

Награды: Авторский гид Артура Саркисяна - 90 баллов, золото, 2025 год.",Долина Лефкадия,avtorskij-gid-artura-sarkisyana,Темелион Брют (1).webp
Темелион брют,Белое,Светло-золотистый,Кубань,Шардоне,"Вкус интенсивный, яркий, ягодный, с оттенками черешни, сливы, цитрусов и лимонника, с легким, приятным послевкусием. Аромат комплексный, с нотами спелого яблока, груши, желтой сливы, цветов-медоносов, луговых трав, с приятными дрожжевыми тонами. 

Прессование целых гроздей. Первичное брожение в стали. Выдержка не менее 36 месяцев в бутылке в известняковых тоннелях при температуре 14 °C.

Награды: Авторский гид Артура Саркисяна - 90 баллов, золото, 2025 год.",Долина Лефкадия,avtorskij-gid-artura-sarkisyana,Темелион Брют (1).webp
Темелион брют розе,Розовое,Светло-лососевый,Кубань,Шардоне,"Вкус яркий, ягодный с аккуратным финишем вишни в шоколаде и с приятной и игривой кислинкой в послевкусии. Аромат искрящийся, с богатой ягодной палитрой: земляники, вишни, брусники, красной смородины и нежными оттенками клубники со сливками.

Сортовой состав: Шардоне, Пино Нуар.

Первичное брожение в стали. Классическая шампанизация, выдержка в бутылке 36 месяцев.

Награды: Авторский гид Артура Саркисяна - 91 баллов, золото, 2025 год.",Долина Лефкадия,temelion-bryut-roze,Темелион Брют розе (1).webp
Темелион брют розе,Розовое,Светло-лососевый,Кубань,Шардоне,"Вкус яркий, ягодный с аккуратным финишем вишни в шоколаде и с приятной и игривой кислинкой в послевкусии. Аромат искрящийся, с богатой ягодной палитрой: земляники, вишни, брусники, красной смородины и нежными оттенками клубники со сливками.

Сортовой состав: Шардоне, Пино Нуар.

Первичное брожение в стали. Классическая шампанизация, выдержка в бутылке 36 месяцев.

Награды: Авторский гид Артура Саркисяна - 91 баллов, золото, 2025 год.",Долина Лефкадия,temelion-bryut-roze,Темелион Брют розе (1).webp
Темная роза,Розовое,Розовый,Крым,"Коломбар, Сира","В аромате спелая клубника, земляника, малина, вишневая косточка, клубничное варенье. Вкус полнотелый, кислотность средняя.",Le K2,le-k2-temnaya-roza-sira-rozovoe-suhoe-13,le-k2-temnaya-roza-sira-rozovoe-suhoe-13.webp
Темная роза,Розовое,Розовый,Крым,"Коломбар, Сира","В аромате спелая клубника, земляника, малина, вишневая косточка, клубничное варенье. Вкус полнотелый, кислотность средняя.",Le K2,le-k2-temnaya-roza-sira-rozovoe-suhoe-13,le-k2-temnaya-roza-sira-rozovoe-suhoe-13.webp
Темпранильо,Розовое,Розовый,Кубань,Темпранильо,"Вкус: Минерально-ягодный, малина, шиповник, слива, грейпфрут, сливки. Клубника, ягоды.",Мысхако,vinodelnya-myshako-tempranilo-rozovoe-suhoe-134,vinodelnya-myshako-tempranilo-rozovoe-suhoe-134.webp
Темпранильо,Розовое,Розовый,Кубань,Темпранильо,"Вкус: Минерально-ягодный, малина, шиповник, слива, грейпфрут, сливки. Клубника, ягоды.",Мысхако,vinodelnya-myshako-tempranilo-rozovoe-suhoe-134,vinodelnya-myshako-tempranilo-rozovoe-suhoe-134.webp
Темпранильо,Красное,Насыщенный рубиновый цвет,Крым,Темпранильо,"В аромате тона черноплодной рябины, черной смородины, ежевики, бальзамических трав и ванили. Вкус насыщенный, плодово-пряный, с бархатистой танинной текстурой и долгим послевкусием.",Alma Valley,alma-valley-tempranilo-krasnoe-suhoe-13,alma-valley-tempranilo-krasnoe-suhoe-13.webp
Темпранильо,Красное,Насыщенный рубиновый цвет,Крым,Темпранильо,"В аромате тона черноплодной рябины, черной смородины, ежевики, бальзамических трав и ванили. Вкус насыщенный, плодово-пряный, с бархатистой танинной текстурой и долгим послевкусием.",Alma Valley,alma-valley-tempranilo-krasnoe-suhoe-13,alma-valley-tempranilo-krasnoe-suhoe-13.webp
Темпранильо Резерв,Красное,Рубиновый,Крым,Темпранильо,"В аромате тона черноплодной рябины, черной смородины, чернослива, ежевики, бальзамических трав и ванили. Вкус насыщенный, плодово-пряный, с бархатистой танинной текстурой и долгим послевкусием.",Alma Valley,alma-valley-tempranilo-rezerv-krasnoe-suhoe-14,alma-valley-tempranilo-rezerv-krasnoe-suhoe-14.webp
Темпранильо Резерв,Красное,Рубиновый,Крым,Темпранильо,"В аромате тона черноплодной рябины, черной смородины, чернослива, ежевики, бальзамических трав и ванили. Вкус насыщенный, плодово-пряный, с бархатистой танинной текстурой и долгим послевкусием.",Alma Valley,alma-valley-tempranilo-rezerv-krasnoe-suhoe-14,alma-valley-tempranilo-rezerv-krasnoe-suhoe-14.webp
Терра Пиа Кальдера Бленд,Белое,Цвет колеблется от светло-соломенного до соломенного с зеленоватым оттенком.,Кубань,"Рислинг Рейнский, Шардоне","Вкус вина сложный, свежий, с высокой натуральной кислотностью, фруктовыми оттенками и живым, бодрящим послевкусием с минеральными нюансами.",Союз-Вино,soyuz-vino-terra-pia-kaldera-blend-risling-reynskiy-beloe-suhoe-11,soyuz-vino-terra-pia-kaldera-blend-risling-reynskiy-beloe-suhoe-11.webp
Терра Пиа Кальдера Бленд,Белое,Цвет колеблется от светло-соломенного до соломенного с зеленоватым оттенком.,Кубань,"Рислинг Рейнский, Шардоне","Вкус вина сложный, свежий, с высокой натуральной кислотностью, фруктовыми оттенками и живым, бодрящим послевкусием с минеральными нюансами.",Союз-Вино,soyuz-vino-terra-pia-kaldera-blend-risling-reynskiy-beloe-suhoe-11,soyuz-vino-terra-pia-kaldera-blend-risling-reynskiy-beloe-suhoe-11.webp
Терра Пиа Лава Бленд,Красное,Имеет насыщенный рубиновый цвет.,Кубань,"Каберне Совиньон, Мерло, Шираз","Вкус округлый, сбалансированный, мягкий, с ягодными и фруктовыми штрихами, тонкими цветочными нюансами и долгим послевкусием.",Союз-Вино,soyuz-vino-terra-pia-lava-blend-merlo-krasnoe-suhoe-12,soyuz-vino-terra-pia-lava-blend-merlo-krasnoe-suhoe-12.webp
